symbol,sector,company_name
VTL,Unknown,Vardhman Textiles Limited
VTMLTD,Unknown,VTM Limited
WAAREEENER,Unknown,Waaree Energies Limited
WAAREEINDO,Unknown,Indosolar Limited
WAAREERTL,Unknown,Waaree Renewable Technologies Limited
WABAG,Unknown,VA Tech Wabag Limited
WAKEFIT,Unknown,Wakefit Innovations Limited
WALCHANNAG,Unknown,Walchandnagar Industries Limited
WANBURY,Unknown,Wanbury Limited
WARDINMOBI,Unknown,Wardwizard Innovations & Mobility Limited
WATERBASE,Unknown,Waterbase Limited
WCIL,Unknown,Western Carriers (India) Limited
WEALTH,Unknown,Wealth First Portfolio Managers Limited
WEBELSOLAR,Unknown,Websol Energy System Limited
WEIZMANIND,Unknown,Weizmann Limited
WEL,Unknown,Wonder Electricals Limited
WELCORP,Unknown,Welspun Corp Limited
WELENT,Unknown,Welspun Enterprises Limited
WELSPLSOL,Unknown,Welspun Specialty Solutions Limited
WELSPUNLIV,Unknown,Welspun Living Limited
WENDT,Unknown,Wendt (India) Limited
WESTLIFE,Unknown,WESTLIFE FOODWORLD LIMITED
WEWIN,Unknown,WE WIN LIMITED
WEWORK,Unknown,WeWork India Management Limited
WHBRADY,Unknown,WH Brady & Company Limited
WHEELS,Unknown,Wheels India Limited
WHIRLPOOL,Unknown,Whirlpool of India Limited
WILLAMAGOR,Unknown,Williamson Magor & Company Limited
WINDLAS,Unknown,Windlas Biotech Limited
WINDMACHIN,Unknown,Windsor Machines Limited
WIPL,Unknown,The Western India Plywoods Limited
WIPRO,Unknown,Wipro Limited
WOCKPHARMA,Unknown,Wockhardt Limited
WONDERLA,Unknown,Wonderla Holidays Limited
WORTHPERI,Unknown,Worth Peripherals Limited
WPIL,Unknown,WPIL Limited
WSI,Unknown,W S Industries (I) Limited
WSTCSTPAPR,Unknown,West Coast Paper Mills Limited
XCHANGING,Unknown,Xchanging Solutions Limited
XELPMOC,Unknown,Xelpmoc Design And Tech Limited
XPROINDIA,Unknown,Xpro India Limited
XTGLOBAL,Unknown,Xtglobal Infotech Limited
XTRANET,Unknown,Xtranet Technologies Limited
YASHO,Unknown,Yasho Industries Limited
YATHARTH,Unknown,Yatharth Hospital & Trauma Care Services Limited
YATRA,Unknown,Yatra Online Limited
YESBANK,Unknown,Yes Bank Limited
YOGI,Unknown,Yogi Limited
YUKEN,Unknown,Yuken India Limited
ZAGGLE,Unknown,Zaggle Prepaid Ocean Services Limited
ZEEL,Unknown,Zee Entertainment Enterprises Limited
ZEEMEDIA,Unknown,Zee Media Corporation Limited
ZENITHEXPO,Unknown,Zenith Exports Limited
ZENITHSTL,Unknown,Zenith Steel Pipes & Industries Limited
ZENSARTECH,Unknown,Zensar Technologies Limited
ZENTEC,Unknown,Zen Technologies Limited
ZFCVINDIA,Unknown,ZF Commercial Vehicle Control Systems India Limited
ZFSTEERING,Unknown,ZF Steering Gear (India) Limited
ZIMLAB,Unknown,Zim Laboratories Limited
ZODIAC,Unknown,Zodiac Energy Limited
ZODIACLOTH,Unknown,Zodiac Clothing Company Limited
ZOTA,Unknown,Zota Health Care LImited
ZSARACOM,Unknown,Saraswati Commercial India Limited
ZUARI,Unknown,Zuari Agro Chemicals Limited
ZUARIIND,Unknown,ZUARI INDUSTRIES LIMITED
ZYDUSLIFE,Unknown,Zydus Lifesciences Limited
ZYDUSWELL,Unknown,Zydus Wellness Limited
