symbol,sector,industry,current_price,current_rsi,current_risk_penalty,current_final_score,current_score_band,previous_rsi,previous_risk_penalty,previous_final_score,previous_score_band,score_change,rsi_change,risk_change,change_signal
SKYGOLD,Consumer Cyclical,Luxury Goods,793.55,52.17,3.0,46.93,Neutral,49.2,0.0,44.18,Weak,2.75,2.97,3.0,Band changed: Weak -> Neutral
BHAGERIA,Unknown,Unknown,394.6,77.82,0.0,46.54,Neutral,72.43,0.0,43.79,Weak,2.75,5.39,0.0,Band changed: Weak -> Neutral
WORTHPERI,Consumer Cyclical,Packaging & Containers,144.94,42.1,3.0,31.43,Avoid,45.6,3.0,28.68,Avoid,2.75,-3.5,0.0,No major change
BELLACASA,Unknown,Unknown,274.98,63.32,8.0,20.54,Avoid,62.06,8.0,17.79,Avoid,2.75,1.26,0.0,No major change
GLFL,Unknown,Unknown,5.12,41.04,8.0,7.54,Avoid,36.75,8.0,4.79,Avoid,2.75,4.29,0.0,No major change
TEAMLEASE,Industrials,Staffing & Employment Services,1173.0,26.84,8.0,18.73,Avoid,30.84,8.0,16.02,Avoid,2.71,-4.0,0.0,No major change
PWL,Consumer Defensive,Education & Training Services,134.36,56.99,4.0,42.91,Weak,55.01,7.0,40.2,Weak,2.71,1.98,-3.0,No major change
MOTOGENFIN,Real Estate,Real Estate Services,25.92,45.91,4.0,28.85,Avoid,44.23,7.0,26.2,Avoid,2.65,1.68,-3.0,No major change
HINDPETRO,Energy,Oil & Gas Refining & Marketing,351.0,42.11,8.0,16.18,Avoid,41.39,8.0,13.55,Avoid,2.63,0.72,0.0,No major change
CHOLAFIN,Financial Services,Credit Services,1662.7,29.27,16.0,14.38,Avoid,30.95,21.0,11.75,Avoid,2.63,-1.68,-5.0,No major change
SUNFLAG,Basic Materials,Steel,410.65,77.63,0.0,57.34,Watchlist,74.23,0.0,54.72,Neutral,2.62,3.4,0.0,Band changed: Neutral -> Watchlist
DECCANCE,Basic Materials,Building Materials,553.55,39.37,11.0,8.44,Avoid,41.15,11.0,5.82,Avoid,2.62,-1.78,0.0,No major change
PLASTIBLEN,Basic Materials,Specialty Chemicals,202.99,67.12,0.0,62.84,Watchlist,52.44,0.0,60.22,Watchlist,2.62,14.68,0.0,No major change
JSWCEMENT,Basic Materials,Building Materials,115.47,29.47,8.0,16.39,Avoid,29.97,8.0,13.77,Avoid,2.62,-0.5,0.0,No major change
WAAREEENER,Technology,Solar,2495.0,39.97,8.0,19.8,Avoid,38.08,8.0,17.18,Avoid,2.62,1.89,0.0,No major change
BODALCHEM,Basic Materials,Specialty Chemicals,202.02,78.3,3.0,54.09,Neutral,76.39,3.0,51.47,Neutral,2.62,1.91,0.0,No major change
SYRMA,Technology,Electronic Components,1732.6,66.5,3.0,58.7,Watchlist,63.92,3.0,56.08,Watchlist,2.62,2.58,0.0,No major change
MBAPL,Basic Materials,Agricultural Inputs,168.47,58.96,0.0,53.89,Neutral,53.71,0.0,51.27,Neutral,2.62,5.25,0.0,No major change
INDIACEM,Basic Materials,Building Materials,323.1,26.47,12.0,4.64,Avoid,29.62,12.0,2.02,Avoid,2.62,-3.15,0.0,No major change
ZENSARTECH,Technology,Information Technology Services,434.9,41.74,11.0,17.2,Avoid,33.24,11.0,14.58,Avoid,2.62,8.5,0.0,No major change
MANINDS,Basic Materials,Steel,1020.35,75.08,0.0,60.94,Watchlist,71.34,0.0,58.32,Watchlist,2.62,3.74,0.0,No major change
DSSL,Technology,Information Technology Services,1021.2,40.26,8.0,14.95,Avoid,40.42,8.0,12.33,Avoid,2.62,-0.16,0.0,No major change
EPIGRAL,Basic Materials,Chemicals,1060.6,35.24,15.0,15.34,Avoid,36.78,15.0,12.72,Avoid,2.62,-1.54,0.0,No major change
NATHBIOGEN,Basic Materials,Agricultural Inputs,149.35,46.71,11.0,16.99,Avoid,48.57,11.0,14.37,Avoid,2.62,-1.86,0.0,No major change
PROTEAN,Technology,Information Technology Services,690.7,82.57,7.0,50.05,Neutral,77.77,7.0,47.43,Neutral,2.62,4.8,0.0,No major change
SASKEN,Technology,Information Technology Services,1691.1,37.64,9.0,30.0,Avoid,41.52,9.0,27.38,Avoid,2.62,-3.88,0.0,No major change
IRIS,Technology,Software - Application,235.94,43.88,12.0,13.0,Avoid,39.75,12.0,10.38,Avoid,2.62,4.13,0.0,No major change
YASHO,Basic Materials,Specialty Chemicals,4234.1,56.18,0.0,48.44,Neutral,50.05,0.0,45.82,Neutral,2.62,6.13,0.0,No major change
GALLANTT,Basic Materials,Steel,545.1,42.98,15.0,2.59,Avoid,43.04,18.0,0.0,Avoid,2.59,-0.06,-3.0,No major change
TIPSMUSIC,Communication Services,Entertainment,668.95,56.67,0.0,52.13,Neutral,52.76,0.0,49.58,Neutral,2.55,3.91,0.0,No major change
FORTIS,Healthcare,Medical Care Facilities,837.85,28.26,8.0,16.96,Avoid,38.58,8.0,14.41,Avoid,2.55,-10.32,0.0,No major change
TECILCHEM,Unknown,Unknown,8.81,41.57,8.0,2.54,Avoid,47.02,11.0,0.0,Avoid,2.54,-5.45,-3.0,No major change
NARMADA,Unknown,Unknown,13.37,39.51,8.0,2.54,Avoid,37.26,8.0,0.0,Avoid,2.54,2.25,0.0,No major change
NRBBEARING,Consumer Cyclical,Auto Parts,534.8,62.89,3.0,57.93,Watchlist,61.56,3.0,55.43,Watchlist,2.5,1.33,0.0,No major change
AYMSYNTEX,Consumer Cyclical,Textile Manufacturing,293.95,56.16,7.0,46.08,Neutral,52.08,7.0,43.58,Weak,2.5,4.08,0.0,Band changed: Weak -> Neutral
SMLMAH,Consumer Cyclical,Auto Manufacturers,6825.5,65.77,3.0,50.08,Neutral,62.53,3.0,47.58,Neutral,2.5,3.24,0.0,No major change
FILATEX,Consumer Cyclical,Textile Manufacturing,106.94,72.65,0.0,57.88,Watchlist,71.61,0.0,55.38,Watchlist,2.5,1.04,0.0,No major change
MOKSH,Consumer Cyclical,Luxury Goods,9.92,43.16,18.0,3.93,Avoid,43.16,18.0,1.43,Avoid,2.5,0.0,0.0,No major change
SHARDAMOTR,Consumer Cyclical,Auto Parts,956.35,61.8,0.0,55.58,Watchlist,63.64,0.0,53.08,Neutral,2.5,-1.84,0.0,Band changed: Neutral -> Watchlist
CARYSIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1064.4,38.27,0.0,37.73,Weak,34.12,0.0,35.23,Weak,2.5,4.15,0.0,No major change
TOLINS,Consumer Cyclical,Auto Parts,88.11,35.86,15.0,8.78,Avoid,41.62,15.0,6.28,Avoid,2.5,-5.76,0.0,No major change
LANDMARK,Consumer Cyclical,Auto & Truck Dealerships,488.55,45.52,0.0,36.53,Weak,45.7,0.0,34.03,Avoid,2.5,-0.18,0.0,Band changed: Avoid -> Weak
SHREERAMA,Consumer Cyclical,Packaging & Containers,45.04,53.91,8.0,30.13,Avoid,50.05,8.0,27.63,Avoid,2.5,3.86,0.0,No major change
ARVINDFASN,Consumer Cyclical,Apparel Retail,417.2,38.82,15.0,4.53,Avoid,36.74,15.0,2.03,Avoid,2.5,2.08,0.0,No major change
TIMEX,Consumer Cyclical,Luxury Goods,732.05,67.93,3.0,44.38,Weak,64.99,3.0,41.88,Weak,2.5,2.94,0.0,No major change
CESC,Utilities,Utilities - Regulated Electric,139.86,30.67,8.0,11.12,Avoid,30.72,8.0,8.66,Avoid,2.46,-0.05,0.0,No major change
SPMLINFRA,Industrials,Engineering & Construction,165.86,34.35,8.0,22.03,Avoid,33.32,8.0,19.57,Avoid,2.46,1.03,0.0,No major change
SEAMECLTD,Industrials,Marine Shipping,1712.2,52.61,3.0,56.08,Watchlist,55.68,3.0,53.62,Neutral,2.46,-3.07,0.0,Band changed: Neutral -> Watchlist
SNOWMAN,Industrials,Integrated Freight & Logistics,34.91,39.94,8.0,16.23,Avoid,34.08,8.0,13.77,Avoid,2.46,5.86,0.0,No major change
INDOTECH,Industrials,Electrical Equipment & Parts,3177.7,29.1,0.0,37.73,Weak,29.61,0.0,35.27,Weak,2.46,-0.51,0.0,No major change
ICEMAKE,Industrials,Specialty Industrial Machinery,663.8,31.37,8.0,14.18,Avoid,34.42,8.0,11.72,Avoid,2.46,-3.05,0.0,No major change
DENTA,Industrials,Engineering & Construction,276.7,44.46,15.0,15.58,Avoid,37.45,15.0,13.12,Avoid,2.46,7.01,0.0,No major change
BHEL,Industrials,Specialty Industrial Machinery,418.95,47.45,0.0,38.03,Weak,45.34,0.0,35.57,Weak,2.46,2.11,0.0,No major change
SUNCLAY,Industrials,Metal Fabrication,1236.7,37.52,8.0,13.23,Avoid,41.15,8.0,10.77,Avoid,2.46,-3.63,0.0,No major change
GTECJAINX,Consumer Defensive,Education & Training Services,26.52,43.62,23.0,2.41,Avoid,43.44,25.0,0.0,Avoid,2.41,0.18,-2.0,No major change
BHANDARI,Consumer Cyclical,Apparel Manufacturing,2.93,41.77,20.0,2.38,Avoid,41.77,23.0,0.0,Avoid,2.38,0.0,-3.0,No major change
HBSL,Financial Services,Capital Markets,56.08,58.49,8.0,36.73,Weak,55.0,8.0,34.35,Avoid,2.38,3.49,0.0,Band changed: Avoid -> Weak
NIACL,Financial Services,Insurance - Diversified,176.6,41.33,7.0,17.28,Avoid,43.34,12.0,14.9,Avoid,2.38,-2.01,-5.0,No major change
NUVAMA,Financial Services,Asset Management,1681.4,41.35,8.0,29.48,Avoid,43.25,8.0,27.1,Avoid,2.38,-1.9,0.0,No major change
AADHARHFC,Financial Services,Mortgage Finance,444.5,35.15,16.0,11.83,Avoid,36.11,16.0,9.45,Avoid,2.38,-0.96,0.0,No major change
21STCENMGM,Financial Services,Capital Markets,39.87,52.3,4.0,42.43,Weak,51.44,4.0,40.05,Weak,2.38,0.86,0.0,No major change
BAJFINANCE,Financial Services,Credit Services,996.9,40.33,8.0,25.88,Avoid,36.15,13.0,23.5,Avoid,2.38,4.18,-5.0,No major change
PIRAMALFIN,Financial Services,Credit Services,2142.7,43.75,13.0,20.18,Avoid,39.31,18.0,17.8,Avoid,2.38,4.44,-5.0,No major change
GRASIM,Basic Materials,Building Materials,3191.0,45.59,0.0,34.94,Avoid,42.43,0.0,32.57,Avoid,2.37,3.16,0.0,No major change
TECHM,Technology,Information Technology Services,1548.0,45.54,0.0,39.65,Weak,44.23,0.0,37.28,Weak,2.37,1.31,0.0,No major change
SAMBHV,Basic Materials,Steel,159.12,71.0,0.0,59.19,Watchlist,67.08,3.0,56.82,Watchlist,2.37,3.92,-3.0,No major change
SUVEN,Healthcare,Drug Manufacturers - Specialty & Generic,335.0,43.29,7.0,31.31,Avoid,43.31,7.0,29.01,Avoid,2.3,-0.02,0.0,No major change
MEDPLUS,Healthcare,Pharmaceutical Retailers,654.9,41.44,15.0,5.51,Avoid,41.0,15.0,3.21,Avoid,2.3,0.44,0.0,No major change
RPGLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,3050.6,65.49,0.0,69.36,Strong,59.19,0.0,67.06,Strong,2.3,6.3,0.0,No major change
BALPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,107.71,62.88,3.0,56.31,Watchlist,60.27,3.0,54.01,Neutral,2.3,2.61,0.0,Band changed: Neutral -> Watchlist
SUPRIYA,Healthcare,Biotechnology,985.2,65.34,7.0,47.91,Neutral,62.47,7.0,45.61,Neutral,2.3,2.87,0.0,No major change
MOREPENLAB,Healthcare,Drug Manufacturers - Specialty & Generic,120.38,62.33,3.0,61.21,Watchlist,59.22,3.0,58.91,Watchlist,2.3,3.11,0.0,No major change
ALBERTDAVD,Healthcare,Drug Manufacturers - Specialty & Generic,873.8,60.8,0.0,58.11,Watchlist,60.05,0.0,55.81,Watchlist,2.3,0.75,0.0,No major change
TMCV,Consumer Cyclical,Auto Manufacturers,441.5,47.27,0.0,31.28,Avoid,44.59,0.0,29.03,Avoid,2.25,2.68,0.0,No major change
IGARASHI,Consumer Cyclical,Auto Parts,422.8,47.16,3.0,30.63,Avoid,44.38,3.0,28.38,Avoid,2.25,2.78,0.0,No major change
TITAN,Consumer Cyclical,Luxury Goods,4884.0,45.46,0.0,36.68,Weak,40.52,0.0,34.43,Avoid,2.25,4.94,0.0,Band changed: Avoid -> Weak
GANECOS,Consumer Cyclical,Textile Manufacturing,1028.6,50.03,3.0,44.38,Weak,46.94,0.0,42.13,Weak,2.25,3.09,3.0,No major change
WHEELS,Consumer Cyclical,Auto Parts,2296.4,71.19,0.0,55.78,Watchlist,66.6,3.0,53.53,Neutral,2.25,4.59,-3.0,Band changed: Neutral -> Watchlist
TIMETECHNO,Consumer Cyclical,Packaging & Containers,181.22,46.19,8.0,24.28,Avoid,42.46,8.0,22.03,Avoid,2.25,3.73,0.0,No major change
SAMBHAAV,Communication Services,Publishing,5.92,45.23,20.0,2.23,Avoid,43.93,23.0,0.0,Avoid,2.23,1.3,-3.0,No major change
SHREEJISPG,Industrials,Marine Shipping,752.45,74.33,0.0,60.13,Watchlist,68.35,3.0,57.92,Watchlist,2.21,5.98,-3.0,No major change
SINDHUTRAD,Industrials,Conglomerates,23.75,45.71,8.0,17.23,Avoid,44.81,8.0,15.02,Avoid,2.21,0.9,0.0,No major change
VIVIANA,Industrials,Engineering & Construction,719.55,46.87,8.0,19.08,Avoid,43.14,8.0,16.87,Avoid,2.21,3.73,0.0,No major change
SGMART,Industrials,Industrial Distribution,731.0,45.03,0.0,41.98,Weak,40.87,0.0,39.77,Weak,2.21,4.16,0.0,No major change
INDIGO,Industrials,Airlines,4940.0,45.63,20.0,4.78,Avoid,42.14,20.0,2.57,Avoid,2.21,3.49,0.0,No major change
UJJIVANSFB,Financial Services,Banks - Regional,64.71,46.4,4.0,35.88,Weak,38.83,9.0,33.75,Avoid,2.13,7.57,-5.0,Band changed: Avoid -> Weak
GCSL,Financial Services,Capital Markets,653.45,73.23,0.0,56.73,Watchlist,69.02,3.0,54.6,Neutral,2.13,4.21,-3.0,Band changed: Neutral -> Watchlist
MUTHOOTFIN,Financial Services,Credit Services,2835.0,45.56,16.0,21.73,Avoid,44.51,16.0,19.6,Avoid,2.13,1.05,0.0,No major change
MUFIN,Financial Services,Credit Services,133.02,47.22,8.0,27.63,Avoid,42.93,8.0,25.5,Avoid,2.13,4.29,0.0,No major change
NAM-INDIA,Financial Services,Asset Management,1157.0,47.35,0.0,37.03,Weak,44.29,0.0,34.9,Avoid,2.13,3.06,0.0,Band changed: Avoid -> Weak
NATIONALUM,Basic Materials,Aluminum,358.7,44.96,11.0,25.09,Avoid,44.75,8.0,22.97,Avoid,2.12,0.21,3.0,No major change
ARVEE,Basic Materials,Specialty Chemicals,213.19,59.29,3.0,53.74,Neutral,64.39,5.0,51.62,Neutral,2.12,-5.1,-2.0,No major change
VENUSPIPES,Basic Materials,Steel,2163.2,67.54,3.0,52.54,Neutral,72.17,3.0,50.42,Neutral,2.12,-4.63,0.0,No major change
BHARATRAS,Basic Materials,Agricultural Inputs,1096.8,29.26,8.0,15.84,Avoid,31.66,8.0,13.72,Avoid,2.12,-2.4,0.0,No major change
CMRGREEN,Basic Materials,Aluminum,224.49,52.23,0.0,29.69,Avoid,48.66,0.0,27.57,Avoid,2.12,3.57,0.0,No major change
FINEORG,Basic Materials,Specialty Chemicals,5083.0,44.81,3.0,36.74,Weak,42.73,0.0,34.62,Avoid,2.12,2.08,3.0,Band changed: Avoid -> Weak
MMWL,Communication Services,Entertainment,15.09,61.3,0.0,37.98,Weak,54.79,0.0,35.93,Weak,2.05,6.51,0.0,No major change
JUBLPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,1071.95,70.38,7.0,45.16,Neutral,69.13,10.0,43.11,Weak,2.05,1.25,-3.0,Band changed: Weak -> Neutral
SHALBY,Healthcare,Medical Care Facilities,147.12,49.9,8.0,18.41,Avoid,44.03,8.0,16.36,Avoid,2.05,5.87,0.0,No major change
NUCLEUS,Unknown,Unknown,679.55,30.72,8.0,2.04,Avoid,26.12,8.0,0.0,Avoid,2.04,4.6,0.0,No major change
PYRAMID,Consumer Cyclical,Packaging & Containers,162.29,57.31,0.0,36.88,Weak,55.94,0.0,34.88,Avoid,2.0,1.37,0.0,Band changed: Avoid -> Weak
VETO,Unknown,Unknown,150.32,74.02,0.0,45.29,Neutral,68.45,0.0,43.29,Weak,2.0,5.57,0.0,Band changed: Weak -> Neutral
ICIL,Consumer Cyclical,Textile Manufacturing,445.75,52.12,3.0,47.83,Neutral,53.87,5.0,45.83,Neutral,2.0,-1.75,-2.0,No major change
WAKEFIT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",141.35,43.39,0.0,29.93,Avoid,45.76,3.0,27.93,Avoid,2.0,-2.37,-3.0,No major change
CIEINDIA,Consumer Cyclical,Auto Parts,390.8,49.08,8.0,30.78,Avoid,47.09,8.0,28.78,Avoid,2.0,1.99,0.0,No major change
STYLAMIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369.4,50.9,0.0,44.98,Weak,47.65,0.0,42.98,Weak,2.0,3.25,0.0,No major change
GANGESSECU,Consumer Defensive,Packaged Foods,114.61,45.63,8.0,21.41,Avoid,38.43,8.0,19.45,Avoid,1.96,7.2,0.0,No major change
ALLCARGO,Industrials,Integrated Freight & Logistics,10.67,42.24,14.0,22.13,Avoid,45.13,17.0,20.17,Avoid,1.96,-2.89,-3.0,No major change
ASIANTILES,Industrials,Building Products & Equipment,50.69,52.51,18.0,13.18,Avoid,50.73,15.0,11.22,Avoid,1.96,1.78,3.0,No major change
JARO,Consumer Defensive,Education & Training Services,442.95,41.18,8.0,24.26,Avoid,48.45,8.0,22.3,Avoid,1.96,-7.27,0.0,No major change
POWERGRID,Utilities,Utilities - Regulated Electric,269.5,52.01,8.0,17.02,Avoid,47.29,8.0,15.06,Avoid,1.96,4.72,0.0,No major change
ELIN,Industrials,Electrical Equipment & Parts,88.57,37.28,20.0,1.93,Avoid,38.95,23.0,0.0,Avoid,1.93,-1.67,-3.0,No major change
ROML,Consumer Defensive,Packaged Foods,42.79,52.64,23.0,1.91,Avoid,45.71,23.0,0.0,Avoid,1.91,6.93,0.0,No major change
EMAMIREAL,Real Estate,Real Estate - Development,68.4,46.13,20.0,1.9,Avoid,47.83,23.0,0.0,Avoid,1.9,-1.7,-3.0,No major change
ZODIAC,Unknown,Unknown,223.04,36.2,16.0,1.89,Avoid,40.17,16.0,0.0,Avoid,1.89,-3.97,0.0,No major change
CASTROLIND,Energy,Oil & Gas Refining & Marketing,201.67,72.62,0.0,77.78,High Conviction,63.22,0.0,75.9,High Conviction,1.88,9.4,0.0,No major change
SYMPHONY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",588.8,46.03,19.0,1.88,Avoid,40.61,19.0,0.0,Avoid,1.88,5.42,0.0,No major change
INDIASHLTR,Financial Services,Mortgage Finance,654.3,43.43,8.0,18.83,Avoid,42.88,8.0,16.95,Avoid,1.88,0.55,0.0,No major change
GOYALALUM,Basic Materials,Aluminum,5.91,38.21,8.0,13.84,Avoid,39.01,11.0,11.97,Avoid,1.87,-0.8,-3.0,No major change
UNIECOM,Technology,Software - Application,83.78,48.26,8.0,14.65,Avoid,45.97,11.0,12.78,Avoid,1.87,2.29,-3.0,No major change
NITTAGELA,Basic Materials,Specialty Chemicals,1699.9,52.54,0.0,35.49,Weak,52.49,3.0,33.62,Avoid,1.87,0.05,-3.0,Band changed: Avoid -> Weak
CAMLINFINE,Basic Materials,Specialty Chemicals,97.3,36.51,12.0,5.14,Avoid,36.38,15.0,3.27,Avoid,1.87,0.13,-3.0,No major change
KEC,Industrials,Engineering & Construction,396.95,40.01,15.0,1.83,Avoid,38.9,18.0,0.0,Avoid,1.83,1.11,-3.0,No major change
ABBOTINDIA,Healthcare,Drug Manufacturers - Specialty & Generic,26955.0,56.47,3.0,52.36,Neutral,55.34,0.0,50.56,Neutral,1.8,1.13,3.0,No major change
RAJTV,Communication Services,Broadcasting,10.76,66.92,25.0,1.78,Avoid,62.31,25.0,0.0,Avoid,1.78,4.61,0.0,No major change
AVL,Consumer Cyclical,Specialty Retail,619.5,51.57,0.0,44.43,Weak,56.7,3.0,42.68,Weak,1.75,-5.13,-3.0,No major change
JKIL,Unknown,Unknown,473.55,41.79,8.0,3.79,Avoid,45.4,8.0,2.04,Avoid,1.75,-3.61,0.0,No major change
LUXIND,Consumer Cyclical,Apparel Manufacturing,1174.7,52.93,0.0,29.28,Avoid,51.89,3.0,27.53,Avoid,1.75,1.04,-3.0,No major change
ODIGMA,Communication Services,Advertising Agencies,21.0,35.32,20.0,1.73,Avoid,34.54,23.0,0.0,Avoid,1.73,0.78,-3.0,No major change
GEEKAYWIRE,Industrials,Electrical Equipment & Parts,32.9,65.83,4.0,56.68,Watchlist,68.55,7.0,54.97,Neutral,1.71,-2.72,-3.0,Band changed: Neutral -> Watchlist
KOHINOOR,Consumer Defensive,Packaged Foods,31.05,51.8,4.0,40.76,Weak,50.6,4.0,39.05,Weak,1.71,1.2,0.0,No major change
COLPAL,Consumer Defensive,Household & Personal Products,1855.8,46.7,8.0,24.71,Avoid,46.53,8.0,23.0,Avoid,1.71,0.17,0.0,No major change
SADBHIN,Industrials,Engineering & Construction,2.65,55.43,12.0,18.48,Avoid,51.07,12.0,16.77,Avoid,1.71,4.36,0.0,No major change
HMAAGRO,Consumer Defensive,Packaged Foods,23.98,66.59,11.0,35.11,Weak,61.45,11.0,33.4,Avoid,1.71,5.14,0.0,Band changed: Avoid -> Weak
CCL,Consumer Defensive,Packaged Foods,1044.4,36.34,8.0,14.76,Avoid,34.22,8.0,13.05,Avoid,1.71,2.12,0.0,No major change
APEX,Consumer Defensive,Farm Products,347.6,38.73,8.0,14.36,Avoid,39.31,8.0,12.65,Avoid,1.71,-0.58,0.0,No major change
IFBAGRO,Consumer Defensive,Beverages - Wineries & Distilleries,858.6,34.23,11.0,18.66,Avoid,33.81,11.0,16.95,Avoid,1.71,0.42,0.0,No major change
WCIL,Industrials,Integrated Freight & Logistics,94.77,61.43,15.0,19.78,Avoid,64.74,15.0,18.07,Avoid,1.71,-3.31,0.0,No major change
ZYDUSWELL,Consumer Defensive,Packaged Foods,520.6,43.41,3.0,24.46,Avoid,43.19,3.0,22.75,Avoid,1.71,0.22,0.0,No major change
HBLENGINE,Industrials,Electrical Equipment & Parts,806.0,72.31,7.0,37.13,Weak,66.68,7.0,35.42,Weak,1.71,5.63,0.0,No major change
ROLEXRINGS,Industrials,Metal Fabrication,195.35,72.39,4.0,54.98,Neutral,61.9,4.0,53.27,Neutral,1.71,10.49,0.0,No major change
AVANTIFEED,Consumer Defensive,Packaged Foods,753.15,33.96,15.0,7.91,Avoid,32.59,15.0,6.2,Avoid,1.71,1.37,0.0,No major change
SAKUMA,Consumer Defensive,Farm Products,1.67,57.64,8.0,29.36,Avoid,56.64,8.0,27.65,Avoid,1.71,1.0,0.0,No major change
CHEMPLASTS,Basic Materials,Chemicals,197.47,62.33,23.0,1.69,Avoid,59.44,23.0,0.0,Avoid,1.69,2.89,0.0,No major change
MASFIN,Financial Services,Credit Services,282.75,37.74,16.0,11.98,Avoid,34.27,19.0,10.35,Avoid,1.63,3.47,-3.0,No major change
BANDHANBNK,Financial Services,Banks - Regional,187.7,62.9,0.0,49.23,Neutral,58.64,0.0,47.6,Neutral,1.63,4.26,0.0,No major change
SAGARDEEP,Basic Materials,Copper,23.19,42.35,8.0,19.49,Avoid,48.37,8.0,17.87,Avoid,1.62,-6.02,0.0,No major change
ZIMLAB,Healthcare,Drug Manufacturers - Specialty & Generic,138.48,62.21,4.0,51.96,Neutral,61.52,4.0,50.41,Neutral,1.55,0.69,0.0,No major change
SAMHI,Consumer Services,Unknown,159.19,49.81,15.0,7.1,Avoid,49.42,15.0,5.59,Avoid,1.51,0.39,0.0,No major change
EVEREADY,Unknown,Unknown,322.0,39.27,11.0,2.04,Avoid,41.43,11.0,0.54,Avoid,1.5,-2.16,0.0,No major change
ELGIRUBCO,Consumer Cyclical,Auto Parts,54.96,40.64,25.0,6.78,Avoid,45.2,25.0,5.28,Avoid,1.5,-4.56,0.0,No major change
VENTIVE,Consumer Cyclical,Lodging,565.05,42.12,11.0,15.88,Avoid,46.15,11.0,14.38,Avoid,1.5,-4.03,0.0,No major change
JAIPURKURT,Consumer Cyclical,Apparel Manufacturing,25.13,44.17,8.0,12.78,Avoid,45.41,8.0,11.28,Avoid,1.5,-1.24,0.0,No major change
TBOTEK,Consumer Cyclical,Travel Services,1696.9,53.76,3.0,52.43,Neutral,52.24,0.0,50.93,Neutral,1.5,1.52,3.0,No major change
VLSFINANCE,Unknown,Unknown,239.74,44.18,8.0,2.54,Avoid,43.87,8.0,1.04,Avoid,1.5,0.31,0.0,No major change
CSM,Unknown,Unknown,102.35,54.3,3.0,17.54,Avoid,53.32,3.0,16.04,Avoid,1.5,0.98,0.0,No major change
AGL,Unknown,Unknown,13.73,42.94,3.0,5.04,Avoid,42.31,3.0,3.54,Avoid,1.5,0.63,0.0,No major change
DONEAR,Unknown,Unknown,82.64,43.67,8.0,3.29,Avoid,41.94,8.0,1.79,Avoid,1.5,1.73,0.0,No major change
WEALTH,Financial Services,Capital Markets,834.95,42.04,20.0,1.43,Avoid,43.69,20.0,0.0,Avoid,1.43,-1.65,0.0,No major change
MUTHOOTMF,Financial Services,Credit Services,181.56,29.01,16.0,14.73,Avoid,30.39,16.0,13.35,Avoid,1.38,-1.38,0.0,No major change
MRPL,Energy,Oil & Gas Refining & Marketing,164.6,42.71,11.0,15.13,Avoid,42.54,11.0,13.75,Avoid,1.38,0.17,0.0,No major change
DEEPINDS,Energy,Oil & Gas E&P,781.1,61.98,0.0,68.03,Strong,59.44,0.0,66.65,Strong,1.38,2.54,0.0,No major change
HINDOILEXP,Energy,Oil & Gas E&P,173.38,48.63,10.0,41.78,Weak,47.9,10.0,40.4,Weak,1.38,0.73,0.0,No major change
JINDRILL,Energy,Oil & Gas Equipment & Services,592.2,43.45,10.0,31.38,Avoid,43.37,10.0,30.0,Avoid,1.38,0.08,0.0,No major change
SAFARI,Consumer Durables,Unknown,1464.2,37.72,8.0,1.38,Avoid,41.25,11.0,0.0,Avoid,1.38,-3.53,-3.0,No major change
RELIANCE,Energy,Oil & Gas Refining & Marketing,1226.0,37.4,15.0,11.98,Avoid,34.83,15.0,10.6,Avoid,1.38,2.57,0.0,No major change
CONFIPET,Energy,Oil & Gas Refining & Marketing,88.28,56.66,3.0,59.08,Watchlist,53.66,0.0,57.7,Watchlist,1.38,3.0,3.0,No major change
IOC,Energy,Oil & Gas Refining & Marketing,135.7,46.98,8.0,17.73,Avoid,48.62,8.0,16.35,Avoid,1.38,-1.64,0.0,No major change
LIKHITHA,Energy,Oil & Gas Equipment & Services,230.23,60.33,15.0,28.98,Avoid,58.15,15.0,27.6,Avoid,1.38,2.18,0.0,No major change
DEEPAKNTR,Basic Materials,Chemicals,1587.1,39.33,11.0,23.39,Avoid,41.21,11.0,22.02,Avoid,1.37,-1.88,0.0,No major change
NPST,Technology,Software - Application,1796.3,56.38,3.0,55.5,Watchlist,55.31,3.0,54.13,Neutral,1.37,1.07,0.0,Band changed: Neutral -> Watchlist
GUJALKALI,Basic Materials,Chemicals,630.9,37.91,3.0,23.34,Avoid,32.86,3.0,21.97,Avoid,1.37,5.05,0.0,No major change
JTLIND,Basic Materials,Steel,91.16,60.86,3.0,56.24,Watchlist,59.03,3.0,54.87,Neutral,1.37,1.83,0.0,Band changed: Neutral -> Watchlist
SHARDACROP,Basic Materials,Agricultural Inputs,749.6,41.59,15.0,7.74,Avoid,37.14,15.0,6.37,Avoid,1.37,4.45,0.0,No major change
IPL,Basic Materials,Agricultural Inputs,133.92,42.25,18.0,7.59,Avoid,36.55,18.0,6.22,Avoid,1.37,5.7,0.0,No major change
