symbol,sector,industry,current_price,current_rsi,current_risk_penalty,current_final_score,current_score_band,previous_rsi,previous_risk_penalty,previous_final_score,previous_score_band,score_change,rsi_change,risk_change,change_signal
TARMAT,Industrials,Engineering & Construction,55.84,47.46,3.0,41.03,Weak,42.75,3.0,33.82,Avoid,7.21,4.71,0.0,Band changed: Avoid -> Weak
PARAGMILK,Consumer Defensive,Packaged Foods,268.9,57.91,7.0,49.16,Neutral,52.78,7.0,41.95,Weak,7.21,5.13,0.0,Band changed: Weak -> Neutral
INTENTECH,Technology,Software - Infrastructure,85.07,60.03,23.0,8.9,Avoid,54.75,23.0,1.78,Avoid,7.12,5.28,0.0,No major change
INCREDIBLE,Basic Materials,Steel,32.74,50.59,8.0,20.99,Avoid,48.49,8.0,13.87,Avoid,7.12,2.1,0.0,No major change
IGIL,Basic Materials,Other Precious Metals & Mining,330.55,52.29,8.0,29.54,Avoid,47.9,8.0,22.42,Avoid,7.12,4.39,0.0,No major change
ARTEMISMED,Unknown,Unknown,357.7,65.0,0.0,62.04,Watchlist,52.58,0.0,55.04,Watchlist,7.0,12.42,0.0,No major change
LAMBODHARA,Consumer Cyclical,Textile Manufacturing,144.57,64.31,0.0,61.93,Watchlist,61.21,0.0,54.93,Neutral,7.0,3.1,0.0,Band changed: Neutral -> Watchlist
PICCADIL,Consumer Defensive,Beverages - Wineries & Distilleries,613.0,45.5,0.0,29.51,Avoid,41.01,8.0,22.55,Avoid,6.96,4.49,-8.0,No major change
VIDYAWIRES,Industrials,Electrical Equipment & Parts,90.54,55.19,0.0,47.03,Neutral,45.42,0.0,40.07,Weak,6.96,9.77,0.0,Band changed: Weak -> Neutral
AZAD,Industrials,Specialty Industrial Machinery,2728.0,50.41,0.0,56.03,Watchlist,46.96,0.0,49.07,Neutral,6.96,3.45,0.0,Band changed: Neutral -> Watchlist
CAPITALSFB,Financial Services,Banks - Regional,282.75,51.62,0.0,44.73,Weak,48.65,0.0,37.85,Weak,6.88,2.97,0.0,No major change
WELCORP,Basic Materials,Steel,2832.4,66.14,0.0,64.74,Watchlist,61.26,3.0,57.87,Watchlist,6.87,4.88,-3.0,No major change
ZYDUSLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,1203.9,65.43,7.0,53.01,Neutral,60.76,7.0,46.21,Neutral,6.8,4.67,0.0,No major change
KKCL,Consumer Cyclical,Apparel Manufacturing,467.85,32.94,8.0,28.88,Avoid,33.51,11.0,22.13,Avoid,6.75,-0.57,-3.0,No major change
MVGJL,Consumer Cyclical,Luxury Goods,224.38,69.84,0.0,61.68,Watchlist,65.72,3.0,54.93,Neutral,6.75,4.12,-3.0,Band changed: Neutral -> Watchlist
AUTOAXLES,Consumer Cyclical,Auto Parts,1709.8,51.19,8.0,26.13,Avoid,44.98,8.0,19.38,Avoid,6.75,6.21,0.0,No major change
ZENITHEXPO,Consumer Cyclical,Textile Manufacturing,203.0,50.38,17.0,8.38,Avoid,42.87,17.0,1.63,Avoid,6.75,7.51,0.0,No major change
EMIL,Consumer Cyclical,Specialty Retail,200.22,64.93,0.0,61.73,Watchlist,57.04,0.0,54.98,Neutral,6.75,7.89,0.0,Band changed: Neutral -> Watchlist
CLEANMAX,Utilities,Utilities - Renewable,1393.4,56.08,12.0,36.52,Weak,55.31,12.0,29.81,Avoid,6.71,0.77,0.0,Band changed: Avoid -> Weak
NORBTEAEXP,Consumer Defensive,Farm Products,70.12,59.69,20.0,14.46,Avoid,54.04,20.0,7.75,Avoid,6.71,5.65,0.0,No major change
ECOSMOBLTY,Industrials,Rental & Leasing Services,108.42,37.6,8.0,21.83,Avoid,36.09,11.0,15.12,Avoid,6.71,1.51,-3.0,No major change
NESTLEIND,Consumer Defensive,Packaged Foods,1362.6,39.5,3.0,30.36,Avoid,36.0,8.0,23.65,Avoid,6.71,3.5,-5.0,No major change
ASIANPAINT,Basic Materials,Specialty Chemicals,2444.0,39.55,8.0,21.94,Avoid,29.07,11.0,15.32,Avoid,6.62,10.48,-3.0,No major change
CLEDUCATE,Consumer Defensive,Education & Training Services,54.84,40.05,20.0,6.51,Avoid,40.61,23.0,0.0,Avoid,6.51,-0.56,-3.0,No major change
WEIZMANIND,Consumer Cyclical,Textile Manufacturing,73.0,47.95,8.0,19.38,Avoid,40.84,11.0,12.88,Avoid,6.5,7.11,-3.0,No major change
VGL,Unknown,Unknown,67.28,60.28,3.0,34.29,Avoid,58.85,8.0,27.79,Avoid,6.5,1.43,-5.0,No major change
AARON,Industrials,Specialty Industrial Machinery,124.11,46.87,8.0,25.88,Avoid,36.04,8.0,19.42,Avoid,6.46,10.83,0.0,No major change
GULFOILLUB,Basic Materials,Specialty Chemicals,1106.6,57.87,0.0,53.44,Neutral,53.76,0.0,47.07,Neutral,6.37,4.11,0.0,No major change
DIAMINESQ,Basic Materials,Chemicals,248.25,47.8,20.0,17.89,Avoid,45.9,20.0,11.52,Avoid,6.37,1.9,0.0,No major change
GOCLCORP,Basic Materials,Specialty Chemicals,384.1,44.85,10.0,35.54,Weak,42.97,10.0,29.17,Avoid,6.37,1.88,0.0,Band changed: Avoid -> Weak
MANALIPETC,Basic Materials,Specialty Chemicals,84.65,56.05,3.0,63.09,Watchlist,54.09,8.0,56.72,Watchlist,6.37,1.96,-5.0,No major change
AVALON,Technology,Electronic Components,2328.5,54.17,0.0,58.55,Watchlist,53.55,5.0,52.18,Neutral,6.37,0.62,-5.0,Band changed: Neutral -> Watchlist
HYUNDAI,Consumer Cyclical,Auto Manufacturers,2115.0,44.97,7.0,31.23,Avoid,36.25,7.0,24.98,Avoid,6.25,8.72,0.0,No major change
SANGAMIND,Consumer Cyclical,Textile Manufacturing,619.9,66.38,0.0,57.33,Watchlist,50.37,0.0,51.08,Neutral,6.25,16.01,0.0,Band changed: Neutral -> Watchlist
BANARBEADS,Consumer Cyclical,Footwear & Accessories,123.86,68.23,0.0,59.73,Watchlist,57.29,0.0,53.48,Neutral,6.25,10.94,0.0,Band changed: Neutral -> Watchlist
UNITEDPOLY,Consumer Cyclical,Textile Manufacturing,46.81,76.85,0.0,56.73,Watchlist,72.96,0.0,50.48,Neutral,6.25,3.89,0.0,Band changed: Neutral -> Watchlist
ATL,Industrials,Integrated Freight & Logistics,25.6,54.71,15.0,25.33,Avoid,52.27,15.0,19.12,Avoid,6.21,2.44,0.0,No major change
SHILCTECH,Industrials,Electrical Equipment & Parts,4103.6,50.27,12.0,14.08,Avoid,48.9,20.0,7.87,Avoid,6.21,1.37,-8.0,No major change
GREAVESCOT,Industrials,Specialty Industrial Machinery,234.78,77.84,7.0,51.58,Neutral,72.21,7.0,45.37,Neutral,6.21,5.63,0.0,No major change
JETFREIGHT,Industrials,Integrated Freight & Logistics,21.43,51.11,0.0,34.48,Avoid,49.42,3.0,28.27,Avoid,6.21,1.69,-3.0,No major change
TARACHAND,Industrials,Farm & Heavy Construction Machinery,48.46,53.13,12.0,26.53,Avoid,36.17,12.0,20.32,Avoid,6.21,16.96,0.0,No major change
SANGHVIMOV,Industrials,Rental & Leasing Services,456.0,56.45,0.0,60.13,Watchlist,52.25,0.0,53.92,Neutral,6.21,4.2,0.0,Band changed: Neutral -> Watchlist
MARINE,Industrials,Electrical Equipment & Parts,413.75,56.96,0.0,61.98,Watchlist,53.49,5.0,55.77,Watchlist,6.21,3.47,-5.0,No major change
ITC,Consumer Defensive,Tobacco,269.0,52.77,15.0,16.51,Avoid,51.43,15.0,10.3,Avoid,6.21,1.34,0.0,No major change
SILINV,Financial Services,Asset Management,452.95,49.63,0.0,48.08,Neutral,48.89,0.0,41.95,Weak,6.13,0.74,0.0,Band changed: Weak -> Neutral
SOLARINDS,Basic Materials,Specialty Chemicals,19745.0,47.02,3.0,41.34,Weak,44.39,3.0,35.22,Weak,6.12,2.63,0.0,No major change
RATNAVEER,Basic Materials,Steel,333.95,68.47,0.0,56.84,Watchlist,65.56,3.0,50.72,Neutral,6.12,2.91,-3.0,Band changed: Neutral -> Watchlist
TORNTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,4988.5,54.15,0.0,46.81,Neutral,50.24,0.0,40.76,Weak,6.05,3.91,0.0,Band changed: Weak -> Neutral
INDGN,Healthcare,Health Information Services,608.95,64.73,0.0,63.56,Watchlist,58.09,0.0,57.51,Watchlist,6.05,6.64,0.0,No major change
HIKAL,Healthcare,Drug Manufacturers - Specialty & Generic,217.58,47.23,15.0,17.81,Avoid,45.23,20.0,11.76,Avoid,6.05,2.0,-5.0,No major change
LOTUSEYE,Healthcare,Medical Care Facilities,115.07,53.63,8.0,23.31,Avoid,48.98,11.0,17.26,Avoid,6.05,4.65,-3.0,No major change
COHANCE,Healthcare,Drug Manufacturers - Specialty & Generic,459.25,55.37,15.0,29.26,Avoid,53.11,15.0,23.21,Avoid,6.05,2.26,0.0,No major change
LUMAXIND,Consumer Cyclical,Auto Parts,5769.0,45.53,3.0,38.13,Weak,43.71,3.0,32.13,Avoid,6.0,1.82,0.0,Band changed: Avoid -> Weak
PASHUPATI,Consumer Cyclical,Textile Manufacturing,79.69,36.51,8.0,13.63,Avoid,29.93,8.0,7.63,Avoid,6.0,6.58,0.0,No major change
LLOYDSENGG,Industrials,Specialty Industrial Machinery,98.56,71.85,0.0,64.18,Watchlist,62.15,0.0,58.22,Watchlist,5.96,9.7,0.0,No major change
AEROPLANE,Consumer Defensive,Farm Products,209.47,64.55,0.0,45.06,Neutral,58.63,3.0,39.1,Weak,5.96,5.92,-3.0,Band changed: Weak -> Neutral
MGEL,Consumer Defensive,Farm Products,15.99,60.74,0.0,50.96,Neutral,55.34,0.0,45.0,Neutral,5.96,5.4,0.0,No major change
COASTCORP,Consumer Defensive,Packaged Foods,36.13,33.72,8.0,14.06,Avoid,38.88,11.0,8.1,Avoid,5.96,-5.16,-3.0,No major change
QUADFUTURE,Industrials,Railroads,547.5,70.56,12.0,44.48,Weak,62.13,15.0,38.52,Weak,5.96,8.43,-3.0,No major change
LCCINFOTEC,Consumer Defensive,Education & Training Services,4.23,65.21,12.0,19.61,Avoid,61.22,12.0,13.65,Avoid,5.96,3.99,0.0,No major change
TCI,Industrials,Integrated Freight & Logistics,883.7,57.49,8.0,20.63,Avoid,38.21,8.0,14.67,Avoid,5.96,19.28,0.0,No major change
SURYODAY,Financial Services,Banks - Regional,149.12,46.2,8.0,25.28,Avoid,38.97,8.0,19.4,Avoid,5.88,7.23,0.0,No major change
NIVABUPA,Financial Services,Insurance - Life,77.19,35.07,8.0,25.63,Avoid,29.07,13.0,19.75,Avoid,5.88,6.0,-5.0,No major change
OSWALSEEDS,Basic Materials,Agricultural Inputs,13.08,49.8,3.0,46.64,Neutral,46.4,5.0,40.77,Weak,5.87,3.4,-2.0,Band changed: Weak -> Neutral
LGEINDIA,Technology,Consumer Electronics,1725.4,63.54,0.0,57.1,Watchlist,59.4,0.0,51.23,Neutral,5.87,4.14,0.0,Band changed: Neutral -> Watchlist
KAYNES,Technology,Electronic Components,3650.0,53.67,8.0,30.2,Avoid,46.43,8.0,24.33,Avoid,5.87,7.24,0.0,No major change
RESPONIND,Unknown,Unknown,161.23,49.79,8.0,11.79,Avoid,46.4,11.0,6.04,Avoid,5.75,3.39,-3.0,No major change
CENTENKA,Consumer Cyclical,Textile Manufacturing,570.95,50.35,3.0,54.68,Neutral,48.89,3.0,48.93,Neutral,5.75,1.46,0.0,No major change
GLOSTERLTD,Consumer Cyclical,Textile Manufacturing,552.7,29.97,8.0,13.53,Avoid,36.43,11.0,7.78,Avoid,5.75,-6.46,-3.0,No major change
MEIL,Industrials,Electrical Equipment & Parts,270.8,43.9,8.0,23.03,Avoid,45.39,11.0,17.32,Avoid,5.71,-1.49,-3.0,No major change
BIRLANU,Industrials,Building Products & Equipment,1438.8,51.98,20.0,6.98,Avoid,48.43,20.0,1.27,Avoid,5.71,3.55,0.0,No major change
AEQUS,Industrials,Aerospace & Defense,246.05,59.17,12.0,32.98,Avoid,56.16,12.0,27.27,Avoid,5.71,3.01,0.0,No major change
GVPIL,Industrials,Engineering & Construction,669.7,49.72,0.0,40.53,Weak,47.25,0.0,34.82,Avoid,5.71,2.47,0.0,Band changed: Avoid -> Weak
SUMIT,Real Estate,Real Estate - Development,49.19,44.13,8.0,17.75,Avoid,46.0,11.0,12.1,Avoid,5.65,-1.87,-3.0,No major change
NRAIL,Basic Materials,Paper & Paper Products,677.25,69.5,0.0,59.99,Watchlist,63.34,3.0,54.37,Neutral,5.62,6.16,-3.0,Band changed: Neutral -> Watchlist
BSOFT,Technology,Information Technology Services,274.05,36.63,8.0,19.45,Avoid,39.43,11.0,13.83,Avoid,5.62,-2.8,-3.0,No major change
GREENLAM,Basic Materials,Lumber & Wood Production,224.32,34.45,8.0,12.49,Avoid,36.77,11.0,6.87,Avoid,5.62,-2.32,-3.0,No major change
PIIND,Basic Materials,Agricultural Inputs,2400.0,49.07,15.0,10.89,Avoid,48.32,18.0,5.27,Avoid,5.62,0.75,-3.0,No major change
MASTEK,Technology,Information Technology Services,1582.8,41.58,8.0,23.9,Avoid,35.72,11.0,18.28,Avoid,5.62,5.86,-3.0,No major change
RAMCOCEM,Basic Materials,Building Materials,867.55,43.05,15.0,6.54,Avoid,44.79,18.0,0.92,Avoid,5.62,-1.74,-3.0,No major change
ECLERX,Technology,Information Technology Services,1898.8,49.45,0.0,50.15,Neutral,48.23,3.0,44.53,Weak,5.62,1.22,-3.0,Band changed: Weak -> Neutral
SSDL,Consumer Cyclical,Apparel Retail,73.31,72.18,0.0,55.63,Watchlist,63.23,0.0,50.13,Neutral,5.5,8.95,0.0,Band changed: Neutral -> Watchlist
TRAVELFOOD,Consumer Cyclical,Restaurants,1213.3,37.26,8.0,21.63,Avoid,37.43,11.0,16.13,Avoid,5.5,-0.17,-3.0,No major change
HONDAPOWER,Industrials,Specialty Industrial Machinery,1915.2,33.08,8.0,21.13,Avoid,29.71,8.0,15.67,Avoid,5.46,3.37,0.0,No major change
VBL,Consumer Defensive,Beverages - Non-Alcoholic,434.8,58.26,8.0,41.61,Weak,55.93,8.0,36.15,Weak,5.46,2.33,0.0,No major change
MODINATUR,Consumer Defensive,Packaged Foods,338.7,43.44,0.0,24.41,Avoid,43.35,0.0,18.95,Avoid,5.46,0.09,0.0,No major change
DENORA,Industrials,Electrical Equipment & Parts,766.5,35.36,5.0,20.48,Avoid,39.97,8.0,15.02,Avoid,5.46,-4.61,-3.0,No major change
HATSUN,Consumer Defensive,Packaged Foods,1165.3,54.59,3.0,40.21,Weak,50.43,3.0,34.75,Avoid,5.46,4.16,0.0,Band changed: Avoid -> Weak
HLEGLAS,Industrials,Specialty Industrial Machinery,441.1,64.26,7.0,40.53,Weak,61.62,10.0,35.07,Weak,5.46,2.64,-3.0,No major change
ORIENTBELL,Industrials,Building Products & Equipment,407.55,63.6,0.0,60.23,Watchlist,54.35,3.0,54.77,Neutral,5.46,9.25,-3.0,Band changed: Neutral -> Watchlist
TCIEXP,Industrials,Integrated Freight & Logistics,501.55,42.03,8.0,17.08,Avoid,37.28,11.0,11.62,Avoid,5.46,4.75,-3.0,No major change
REPRO,Industrials,Specialty Business Services,288.25,33.17,12.0,12.58,Avoid,40.64,15.0,7.12,Avoid,5.46,-7.47,-3.0,No major change
AHLADA,Industrials,Building Products & Equipment,39.16,57.61,23.0,10.08,Avoid,56.09,26.0,4.62,Avoid,5.46,1.52,-3.0,No major change
CANFINHOME,Financial Services,Mortgage Finance,753.25,33.01,16.0,13.78,Avoid,25.68,16.0,8.4,Avoid,5.38,7.33,0.0,No major change
SICAGEN,Basic Materials,Steel,53.13,46.75,0.0,26.34,Avoid,43.48,3.0,20.97,Avoid,5.37,3.27,-3.0,No major change
KANSAINER,Basic Materials,Specialty Chemicals,180.63,30.74,8.0,18.24,Avoid,27.28,11.0,12.87,Avoid,5.37,3.46,-3.0,No major change
JINDALSAW,Basic Materials,Steel,285.5,45.65,7.0,34.79,Avoid,43.96,10.0,29.42,Avoid,5.37,1.69,-3.0,No major change
LINCOLN,Healthcare,Drug Manufacturers - Specialty & Generic,591.0,41.34,0.0,33.11,Avoid,42.89,3.0,27.81,Avoid,5.3,-1.55,-3.0,No major change
MANYAVAR,Consumer Cyclical,Apparel Manufacturing,532.5,47.9,0.0,48.23,Neutral,43.72,3.0,42.98,Weak,5.25,4.18,-3.0,Band changed: Weak -> Neutral
HINDCOMPOS,Consumer Cyclical,Auto Parts,387.35,47.81,13.0,13.28,Avoid,42.89,16.0,8.03,Avoid,5.25,4.92,-3.0,No major change
ARIHANTSUP,Unknown,Unknown,242.7,54.16,12.0,8.79,Avoid,54.55,12.0,3.54,Avoid,5.25,-0.39,0.0,No major change
MASKINVEST,Financial Services,Capital Markets,145.06,48.99,12.0,7.53,Avoid,43.94,15.0,2.4,Avoid,5.13,5.05,-3.0,No major change
BFINVEST,Financial Services,Asset Management,442.4,45.39,0.0,43.03,Weak,42.87,3.0,37.9,Weak,5.13,2.52,-3.0,No major change
NOVAAGRI,Basic Materials,Agricultural Inputs,22.9,43.57,8.0,17.24,Avoid,44.88,8.0,12.12,Avoid,5.12,-1.31,0.0,No major change
FCL,Basic Materials,Specialty Chemicals,60.48,67.33,0.0,67.74,Strong,59.47,0.0,62.62,Watchlist,5.12,7.86,0.0,Band changed: Watchlist -> Strong
RSYSTEMS,Technology,Information Technology Services,235.62,38.95,15.0,23.3,Avoid,40.87,15.0,18.18,Avoid,5.12,-1.92,0.0,No major change
PALREDTEC,Technology,Consumer Electronics,46.84,40.93,12.0,17.6,Avoid,38.53,12.0,12.48,Avoid,5.12,2.4,0.0,No major change
BIRLACABLE,Technology,Communication Equipment,362.45,55.13,0.0,60.3,Watchlist,50.52,0.0,55.18,Watchlist,5.12,4.61,0.0,No major change
SUBEXLTD,Technology,Software - Application,21.41,63.58,0.0,59.95,Watchlist,60.9,5.0,54.83,Neutral,5.12,2.68,-5.0,Band changed: Neutral -> Watchlist
VEEDOL,Basic Materials,Specialty Chemicals,1393.4,42.52,8.0,25.84,Avoid,32.1,8.0,20.72,Avoid,5.12,10.42,0.0,No major change
JKPAPER,Basic Materials,Paper & Paper Products,408.45,51.1,3.0,56.09,Watchlist,52.84,3.0,50.97,Neutral,5.12,-1.74,0.0,Band changed: Neutral -> Watchlist
GALAXYSURF,Basic Materials,Specialty Chemicals,2261.3,55.02,0.0,57.89,Watchlist,53.84,0.0,52.77,Neutral,5.12,1.18,0.0,Band changed: Neutral -> Watchlist
PFOCUS,Communication Services,Entertainment,315.45,50.57,12.0,27.13,Avoid,52.15,17.0,22.08,Avoid,5.05,-1.58,-5.0,No major change
PNGSREVA,Consumer Cyclical,Luxury Goods,524.85,53.83,0.0,54.43,Neutral,53.49,0.0,49.43,Neutral,5.0,0.34,0.0,No major change
FIEMIND,Consumer Cyclical,Auto Parts,1965.5,41.6,8.0,24.93,Avoid,34.37,8.0,19.93,Avoid,5.0,7.23,0.0,No major change
VOLTAMP,Industrials,Electrical Equipment & Parts,10709.0,49.61,3.0,43.68,Weak,47.11,3.0,38.72,Weak,4.96,2.5,0.0,No major change
PENIND,Industrials,Specialty Industrial Machinery,184.9,65.73,0.0,55.48,Watchlist,60.41,0.0,50.52,Neutral,4.96,5.32,0.0,Band changed: Neutral -> Watchlist
SVLL,Industrials,Trucking,834.7,59.76,8.0,51.58,Neutral,56.15,8.0,46.62,Neutral,4.96,3.61,0.0,No major change
OBEROIRLTY,Real Estate,Real Estate - Development,1858.5,56.23,0.0,54.9,Neutral,53.44,0.0,50.0,Neutral,4.9,2.79,0.0,No major change
KSCL,Fast Moving Consumer Goods,Unknown,804.55,66.55,8.0,17.95,Avoid,62.61,8.0,13.05,Avoid,4.9,3.94,0.0,No major change
POLICYBZR,Financial Services,Insurance Brokers,1166.0,23.53,16.0,6.78,Avoid,24.46,21.0,1.9,Avoid,4.88,-0.93,-5.0,No major change
HDFCBANK,Financial Services,Banks - Regional,735.6,56.37,8.0,31.98,Avoid,53.08,8.0,27.1,Avoid,4.88,3.29,0.0,No major change
NBIFIN,Financial Services,Capital Markets,1926.4,36.12,15.0,13.43,Avoid,35.37,15.0,8.55,Avoid,4.88,0.75,0.0,No major change
GRWRHITECH,Basic Materials,Specialty Chemicals,6640.0,46.49,0.0,44.99,Weak,36.92,0.0,40.12,Weak,4.87,9.57,0.0,No major change
INDOCO,Healthcare,Drug Manufacturers - Specialty & Generic,254.46,53.85,3.0,43.96,Weak,51.75,3.0,39.16,Weak,4.8,2.1,0.0,No major change
AHCL,Healthcare,Drug Manufacturers - Specialty & Generic,31.51,89.3,4.0,56.66,Watchlist,86.64,4.0,51.86,Neutral,4.8,2.66,0.0,Band changed: Neutral -> Watchlist
BEARDSELL,Industrials,Building Products & Equipment,24.47,45.27,15.0,10.43,Avoid,41.08,15.0,5.72,Avoid,4.71,4.19,0.0,No major change
TRIVENI,Consumer Defensive,Confectioners,247.55,40.8,8.0,12.71,Avoid,34.97,8.0,8.0,Avoid,4.71,5.83,0.0,No major change
VEDPOWER,Utilities,Utilities - Independent Power Producers,32.95,45.25,0.0,23.47,Avoid,38.87,0.0,18.76,Avoid,4.71,6.38,0.0,No major change
AMJLAND,Real Estate,Real Estate - Development,37.7,47.26,11.0,16.4,Avoid,44.03,11.0,11.75,Avoid,4.65,3.23,0.0,No major change
IDBI,Financial Services,Banks - Regional,84.4,49.4,8.0,24.63,Avoid,42.81,8.0,20.0,Avoid,4.63,6.59,0.0,No major change
ORIENTCER,Basic Materials,Specialty Chemicals,47.8,61.73,3.0,58.24,Watchlist,58.07,0.0,53.62,Neutral,4.62,3.66,3.0,Band changed: Neutral -> Watchlist
HSCL,Basic Materials,Specialty Chemicals,678.75,50.15,3.0,44.44,Weak,48.58,3.0,39.82,Weak,4.62,1.57,0.0,No major change
MOTHERSON,Consumer Cyclical,Auto Parts,165.71,56.41,0.0,54.93,Neutral,50.24,0.0,50.43,Neutral,4.5,6.17,0.0,No major change
UDS,Industrials,Specialty Business Services,207.9,50.43,3.0,39.73,Weak,45.55,3.0,35.27,Weak,4.46,4.88,0.0,No major change
APARINDS,Industrials,Electrical Equipment & Parts,17776.0,53.87,0.0,56.98,Watchlist,54.15,0.0,52.52,Neutral,4.46,-0.28,0.0,Band changed: Neutral -> Watchlist
MAHESHWARI,Industrials,Integrated Freight & Logistics,73.4,55.98,7.0,33.23,Avoid,53.53,7.0,28.77,Avoid,4.46,2.45,0.0,No major change
DMART,Consumer Defensive,Discount Stores,3834.2,53.01,8.0,15.76,Avoid,48.01,8.0,11.3,Avoid,4.46,5.0,0.0,No major change
DCMSIL,Industrials,Industrial Distribution,83.98,67.73,15.0,29.28,Avoid,70.63,15.0,24.82,Avoid,4.46,-2.9,0.0,No major change
NHPC,Utilities,Utilities - Renewable,76.0,47.41,8.0,20.12,Avoid,48.98,8.0,15.66,Avoid,4.46,-1.57,0.0,No major change
BHARTIHEXA,Telecommunication,Unknown,1481.8,40.65,8.0,4.4,Avoid,44.68,11.0,0.0,Avoid,4.4,-4.03,-3.0,No major change
CHENNPETRO,Energy,Oil & Gas Refining & Marketing,1376.4,45.57,0.0,56.03,Watchlist,45.07,3.0,51.65,Neutral,4.38,0.5,-3.0,Band changed: Neutral -> Watchlist
BESTAGRO,Basic Materials,Agricultural Inputs,18.24,47.81,8.0,38.44,Weak,47.22,11.0,34.07,Avoid,4.37,0.59,-3.0,Band changed: Avoid -> Weak
TATVA,Basic Materials,Specialty Chemicals,1793.2,61.62,0.0,64.74,Watchlist,56.17,0.0,60.37,Watchlist,4.37,5.45,0.0,No major change
SHREEPUSHK,Basic Materials,Specialty Chemicals,506.05,62.93,0.0,60.54,Watchlist,57.95,0.0,56.17,Watchlist,4.37,4.98,0.0,No major change
20MICRONS,Basic Materials,Other Industrial Metals & Mining,217.58,55.86,0.0,46.99,Neutral,52.9,3.0,42.62,Weak,4.37,2.96,-3.0,Band changed: Weak -> Neutral
RISHABH,Technology,Scientific & Technical Instruments,711.8,44.22,0.0,50.6,Neutral,42.42,3.0,46.23,Neutral,4.37,1.8,-3.0,No major change
XCHANGING,Technology,Information Technology Services,61.42,47.1,8.0,31.5,Avoid,42.29,8.0,27.13,Avoid,4.37,4.81,0.0,No major change
NMDC,Basic Materials,Steel,79.9,39.56,8.0,18.94,Avoid,42.26,11.0,14.57,Avoid,4.37,-2.7,-3.0,No major change
SESHAPAPER,Basic Materials,Paper & Paper Products,246.27,58.03,0.0,43.59,Weak,56.22,3.0,39.22,Weak,4.37,1.81,-3.0,No major change
EIDPARRY,Basic Materials,Agricultural Inputs,704.75,35.83,15.0,4.79,Avoid,26.8,15.0,0.42,Avoid,4.37,9.03,0.0,No major change
PPLPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,210.31,50.94,12.0,34.71,Avoid,48.5,12.0,30.41,Avoid,4.3,2.44,0.0,No major change
SUYOG,Communication Services,Telecom Services,650.4,32.89,15.0,8.58,Avoid,35.08,18.0,4.28,Avoid,4.3,-2.19,-3.0,No major change
KOVAI,Healthcare,Medical Care Facilities,6090.5,50.3,0.0,39.96,Weak,50.93,0.0,35.66,Weak,4.3,-0.63,0.0,No major change
M&M,Consumer Cyclical,Auto Manufacturers,3035.0,35.06,8.0,19.28,Avoid,25.25,8.0,15.03,Avoid,4.25,9.81,0.0,No major change
FORCEMOT,Consumer Cyclical,Auto Manufacturers,17388.0,46.74,8.0,15.68,Avoid,42.05,8.0,11.43,Avoid,4.25,4.69,0.0,No major change
IRISDOREME,Consumer Cyclical,Apparel Manufacturing,66.15,69.14,0.0,58.83,Watchlist,68.49,3.0,54.58,Neutral,4.25,0.65,-3.0,Band changed: Neutral -> Watchlist
DCMNVL,Consumer Cyclical,Textile Manufacturing,179.15,53.39,0.0,49.58,Neutral,52.69,3.0,45.33,Neutral,4.25,0.7,-3.0,No major change
BOSCHLTD,Consumer Cyclical,Auto Parts,48250.0,55.94,7.0,44.33,Weak,52.94,10.0,40.08,Weak,4.25,3.0,-3.0,No major change
WESTLIFE,Consumer Cyclical,Restaurants,578.1,55.84,15.0,27.08,Avoid,53.12,18.0,22.83,Avoid,4.25,2.72,-3.0,No major change
MONTECARLO,Consumer Cyclical,Apparel Manufacturing,524.1,48.21,11.0,20.93,Avoid,43.03,8.0,16.68,Avoid,4.25,5.18,3.0,No major change
TENNIND,Consumer Cyclical,Auto Parts,515.25,44.46,15.0,7.08,Avoid,42.01,18.0,2.83,Avoid,4.25,2.45,-3.0,No major change
EUROBOND,Industrials,Building Products & Equipment,150.56,46.21,15.0,4.23,Avoid,42.18,18.0,0.0,Avoid,4.23,4.03,-3.0,No major change
THEJO,Industrials,Specialty Industrial Machinery,2185.0,58.04,0.0,59.98,Watchlist,55.89,3.0,55.77,Watchlist,4.21,2.15,-3.0,No major change
BCLIND,Consumer Defensive,Beverages - Wineries & Distilleries,33.72,42.86,12.0,14.11,Avoid,40.48,12.0,9.9,Avoid,4.21,2.38,0.0,No major change
HARDWYN,Industrials,Building Products & Equipment,9.27,39.8,13.0,12.68,Avoid,38.92,16.0,8.47,Avoid,4.21,0.88,-3.0,No major change
TRITURBINE,Industrials,Specialty Industrial Machinery,554.2,43.8,15.0,12.73,Avoid,42.68,18.0,8.52,Avoid,4.21,1.12,-3.0,No major change
